ds,y,temp
10/03/2023 10:15,24.27018547,
10/03/2023 10:20,24.27018547,
10/03/2023 10:25,24.27018547,
10/03/2023 10:30,24.41956139,
10/03/2023 10:35,24.41956139,
10/03/2023 10:40,24.41956139,
10/03/2023 10:45,24.41956139,
10/03/2023 10:50,24.41956139,
10/03/2023 10:55,24.41956139,
10/03/2023 11:00,24.41956139,
10/03/2023 11:05,24.41956139,
10/03/2023 11:10,24.41956139,
10/03/2023 11:15,24.41956139,
10/03/2023 11:20,24.41956139,
10/03/2023 11:25,24.41956139,
10/03/2023 11:30,24.41956139,
10/03/2023 11:35,24.41956139,
10/03/2023 11:40,24.41956139,
10/03/2023 11:45,24.41956139,
10/03/2023 11:50,24.41956139,
10/03/2023 11:55,24.41956139,
10/03/2023 12:00,24.41956139,
10/03/2023 12:05,24.41956139,
10/03/2023 12:10,24.41956139,
10/03/2023 12:15,24.41956139,
10/03/2023 12:20,24.41956139,
10/03/2023 12:25,24.41956139,
10/03/2023 12:30,24.41956139,
10/03/2023 12:35,24.41956139,
10/03/2023 12:40,24.41956139,
10/03/2023 12:45,24.41956139,
10/03/2023 12:50,24.41956139,
10/03/2023 12:55,24.41956139,
10/03/2023 13:00,24.41956139,
10/03/2023 13:05,24.41956139,
10/03/2023 13:10,24.41956139,
10/03/2023 13:15,24.41956139,
10/03/2023 13:20,24.41956139,
10/03/2023 13:25,24.41956139,
10/03/2023 13:30,24.41956139,
10/03/2023 13:35,24.41956139,
